assignment_id,user_id,experiment_id,variant,assignment_date
34798,9940,4,control,2024-02-06
34799,9940,1,treatment,2024-02-06
34800,9941,3,control,2024-02-23
34801,9941,1,control,2024-02-23
34802,9941,5,treatment,2024-02-23
34803,9941,2,treatment,2024-02-23
34804,9942,5,treatment,2024-02-01
34805,9942,3,treatment,2024-02-01
34806,9942,1,control,2024-02-01
34807,9942,4,treatment,2024-02-01
34808,9943,5,treatment,2024-01-08
34809,9943,1,control,2024-01-08
34810,9943,3,treatment,2024-01-08
34811,9944,5,treatment,2024-02-07
34812,9944,4,control,2024-02-07
34813,9944,1,treatment,2024-02-07
34814,9945,3,treatment,2024-02-08
34815,9945,1,control,2024-02-08
34816,9945,2,treatment,2024-02-08
34817,9945,4,treatment,2024-02-08
34818,9946,1,treatment,2024-01-30
34819,9946,2,treatment,2024-01-30
34820,9946,4,control,2024-01-30
34821,9947,2,treatment,2024-01-21
34822,9947,5,control,2024-01-21
34823,9947,3,treatment,2024-01-21
34824,9947,1,treatment,2024-01-21
34825,9948,1,control,2024-02-05
34826,9948,3,control,2024-02-05
34827,9948,2,control,2024-02-05
34828,9948,5,control,2024-02-05
34829,9949,4,control,2024-01-07
34830,9949,5,treatment,2024-01-07
34831,9949,3,control,2024-01-07
34832,9949,1,treatment,2024-01-07
34833,9950,4,control,2024-02-22
34834,9950,2,treatment,2024-02-22
34835,9950,1,treatment,2024-02-22
34836,9950,5,control,2024-02-22
34837,9951,4,control,2024-01-29
34838,9951,2,treatment,2024-01-29
34839,9951,1,treatment,2024-01-29
34840,9952,5,control,2024-01-12
34841,9952,1,control,2024-01-12
34842,9952,4,treatment,2024-01-12
34843,9953,3,treatment,2024-01-20
34844,9953,5,treatment,2024-01-20
34845,9953,2,control,2024-01-20
34846,9953,4,control,2024-01-20
34847,9954,2,treatment,2024-01-26
34848,9954,5,control,2024-01-26
34849,9954,1,treatment,2024-01-26
34850,9954,3,treatment,2024-01-26
34851,9955,3,control,2024-01-05
34852,9955,4,treatment,2024-01-05
34853,9955,5,treatment,2024-01-05
34854,9955,2,control,2024-01-05
34855,9956,4,control,2024-02-08
34856,9956,5,control,2024-02-08
34857,9956,3,treatment,2024-02-08
34858,9957,1,treatment,2024-01-07
34859,9957,4,treatment,2024-01-07
34860,9957,3,treatment,2024-01-07
34861,9958,5,treatment,2024-02-13
34862,9958,1,control,2024-02-13
34863,9958,3,control,2024-02-13
34864,9959,4,control,2024-02-22
34865,9959,5,control,2024-02-22
34866,9959,2,control,2024-02-22
34867,9959,1,control,2024-02-22
34868,9960,1,control,2024-02-08
34869,9960,3,control,2024-02-08
34870,9960,5,control,2024-02-08
34871,9960,4,control,2024-02-08
34872,9961,2,control,2024-02-19
34873,9961,3,treatment,2024-02-19
34874,9961,5,control,2024-02-19
34875,9962,3,control,2024-02-22
34876,9962,4,control,2024-02-22
34877,9962,5,treatment,2024-02-22
34878,9963,2,treatment,2024-01-25
34879,9963,1,treatment,2024-01-25
34880,9963,4,control,2024-01-25
34881,9963,3,treatment,2024-01-25
34882,9964,5,treatment,2024-01-21
34883,9964,1,treatment,2024-01-21
34884,9964,2,treatment,2024-01-21
34885,9965,5,control,2024-02-01
34886,9965,3,treatment,2024-02-01
34887,9965,2,treatment,2024-02-01
34888,9965,1,control,2024-02-01
34889,9966,1,treatment,2024-02-11
34890,9966,3,control,2024-02-11
34891,9966,2,treatment,2024-02-11
34892,9967,1,control,2024-02-12
34893,9967,3,control,2024-02-12
34894,9967,2,control,2024-02-12
34895,9967,4,control,2024-02-12
34896,9968,1,control,2024-01-04
34897,9968,3,control,2024-01-04
34898,9968,4,treatment,2024-01-04
34899,9969,2,control,2024-01-06
34900,9969,4,treatment,2024-01-06
34901,9969,5,control,2024-01-06
34902,9969,3,treatment,2024-01-06
34903,9970,2,control,2024-01-14
34904,9970,1,treatment,2024-01-14
34905,9970,4,control,2024-01-14
34906,9971,4,control,2024-02-22
34907,9971,3,control,2024-02-22
34908,9971,5,treatment,2024-02-22
34909,9972,5,treatment,2024-01-09
34910,9972,2,control,2024-01-09
34911,9972,3,treatment,2024-01-09
34912,9973,3,control,2024-02-26
34913,9973,2,treatment,2024-02-26
34914,9973,4,treatment,2024-02-26
34915,9974,1,control,2024-02-07
34916,9974,2,control,2024-02-07
34917,9974,3,treatment,2024-02-07
34918,9975,4,control,2024-02-27
34919,9975,1,treatment,2024-02-27
34920,9975,3,control,2024-02-27
34921,9975,2,treatment,2024-02-27
34922,9976,1,control,2024-02-18
34923,9976,2,treatment,2024-02-18
34924,9976,5,treatment,2024-02-18
34925,9977,5,control,2024-02-10
34926,9977,2,treatment,2024-02-10
34927,9977,1,control,2024-02-10
34928,9977,3,treatment,2024-02-10
34929,9978,4,treatment,2024-02-21
34930,9978,3,control,2024-02-21
34931,9978,2,control,2024-02-21
34932,9978,5,control,2024-02-21
34933,9979,5,treatment,2024-01-01
34934,9979,3,treatment,2024-01-01
34935,9979,2,control,2024-01-01
34936,9979,4,treatment,2024-01-01
34937,9980,2,control,2024-02-18
34938,9980,5,treatment,2024-02-18
34939,9980,4,control,2024-02-18
34940,9980,1,treatment,2024-02-18
34941,9981,5,control,2024-01-10
34942,9981,3,control,2024-01-10
34943,9981,1,treatment,2024-01-10
34944,9981,2,treatment,2024-01-10
34945,9982,4,treatment,2024-02-12
34946,9982,5,control,2024-02-12
34947,9982,2,control,2024-02-12
34948,9983,3,treatment,2024-01-10
34949,9983,4,control,2024-01-10
34950,9983,2,treatment,2024-01-10
34951,9983,5,control,2024-01-10
34952,9984,5,treatment,2024-01-29
34953,9984,3,treatment,2024-01-29
34954,9984,2,treatment,2024-01-29
34955,9984,4,treatment,2024-01-29
34956,9985,1,control,2024-02-04
34957,9985,2,control,2024-02-04
34958,9985,4,treatment,2024-02-04
34959,9985,5,treatment,2024-02-04
34960,9986,5,treatment,2024-01-19
34961,9986,2,control,2024-01-19
34962,9986,4,treatment,2024-01-19
34963,9986,3,treatment,2024-01-19
34964,9987,5,control,2024-01-25
34965,9987,3,treatment,2024-01-25
34966,9987,1,control,2024-01-25
34967,9988,3,control,2024-02-09
34968,9988,2,control,2024-02-09
34969,9988,1,treatment,2024-02-09
34970,9988,4,control,2024-02-09
34971,9989,3,control,2024-02-06
34972,9989,1,control,2024-02-06
34973,9989,4,treatment,2024-02-06
34974,9990,4,treatment,2024-01-29
34975,9990,5,control,2024-01-29
34976,9990,1,control,2024-01-29
34977,9990,2,control,2024-01-29
34978,9991,3,control,2024-01-13
34979,9991,5,treatment,2024-01-13
34980,9991,4,treatment,2024-01-13
34981,9992,4,control,2024-01-14
34982,9992,5,control,2024-01-14
34983,9992,2,treatment,2024-01-14
34984,9992,3,treatment,2024-01-14
34985,9993,2,treatment,2024-02-13
34986,9993,4,control,2024-02-13
34987,9993,3,treatment,2024-02-13
34988,9993,1,control,2024-02-13
34989,9994,2,treatment,2024-02-26
34990,9994,1,control,2024-02-26
34991,9994,3,treatment,2024-02-26
34992,9995,2,control,2024-01-21
34993,9995,4,treatment,2024-01-21
34994,9995,5,control,2024-01-21
34995,9995,3,treatment,2024-01-21
34996,9996,4,treatment,2024-01-20
34997,9996,5,control,2024-01-20
34998,9996,2,treatment,2024-01-20
34999,9997,2,control,2024-02-06
35000,9997,1,treatment,2024-02-06
35001,9997,5,control,2024-02-06
35002,9997,4,treatment,2024-02-06
35003,9998,4,control,2024-02-20
35004,9998,3,treatment,2024-02-20
35005,9998,2,control,2024-02-20
35006,9998,1,treatment,2024-02-20
35007,9999,1,control,2024-02-28
35008,9999,4,treatment,2024-02-28
35009,9999,5,treatment,2024-02-28
35010,10000,4,treatment,2024-02-13
35011,10000,3,control,2024-02-13
35012,10000,1,control,2024-02-13
35013,10000,2,control,2024-02-13
35014,10001,1,control,2024-01-20
35015,10001,3,treatment,2024-01-20
35016,10001,5,treatment,2024-01-20
35017,10001,4,control,2024-01-20
35018,10002,1,control,2024-02-28
35019,10002,3,control,2024-02-28
35020,10002,5,control,2024-02-28
35021,10003,5,treatment,2024-03-01
35022,10003,2,control,2024-03-01
35023,10003,3,treatment,2024-03-01
35024,10004,5,control,2024-02-29
35025,10004,1,treatment,2024-02-29
35026,10004,3,treatment,2024-02-29
35027,10004,2,treatment,2024-02-29
35028,10005,3,control,2024-01-28
35029,10005,1,treatment,2024-01-28
35030,10005,5,treatment,2024-01-28
35031,10005,2,control,2024-01-28
35032,10006,4,treatment,2024-02-15
35033,10006,1,control,2024-02-15
35034,10006,5,treatment,2024-02-15
35035,10006,2,treatment,2024-02-15
35036,10007,3,control,2024-02-28
35037,10007,2,treatment,2024-02-28
35038,10007,5,control,2024-02-28
35039,10008,4,control,2024-01-23
35040,10008,1,control,2024-01-23
35041,10008,5,treatment,2024-01-23
35042,10008,2,control,2024-01-23
35043,10009,2,control,2024-01-06
35044,10009,5,control,2024-01-06
35045,10009,4,control,2024-01-06
35046,10009,3,treatment,2024-01-06
35047,10010,2,control,2024-02-07
35048,10010,3,control,2024-02-07
35049,10010,5,treatment,2024-02-07
35050,10011,3,treatment,2024-01-01
35051,10011,2,treatment,2024-01-01
35052,10011,5,treatment,2024-01-01
35053,10011,4,treatment,2024-01-01
35054,10012,5,treatment,2024-02-09
35055,10012,4,control,2024-02-09
35056,10012,1,control,2024-02-09
35057,10012,2,control,2024-02-09
35058,10013,4,control,2024-02-02
35059,10013,2,control,2024-02-02
35060,10013,1,control,2024-02-02
35061,10014,2,treatment,2024-01-26
35062,10014,5,control,2024-01-26
35063,10014,4,control,2024-01-26
35064,10015,1,control,2024-02-24
35065,10015,2,control,2024-02-24
35066,10015,3,treatment,2024-02-24
35067,10016,5,treatment,2024-01-09
35068,10016,1,treatment,2024-01-09
35069,10016,4,treatment,2024-01-09
35070,10017,1,control,2024-02-24
35071,10017,3,control,2024-02-24
35072,10017,4,control,2024-02-24
35073,10018,1,treatment,2024-01-19
35074,10018,3,treatment,2024-01-19
35075,10018,2,control,2024-01-19
35076,10019,3,treatment,2024-01-04
35077,10019,5,treatment,2024-01-04
35078,10019,2,control,2024-01-04
35079,10019,4,treatment,2024-01-04
35080,10020,3,treatment,2024-01-24
35081,10020,2,control,2024-01-24
35082,10020,1,treatment,2024-01-24
35083,10021,2,treatment,2024-02-27
35084,10021,1,control,2024-02-27
35085,10021,4,control,2024-02-27
35086,10022,1,treatment,2024-02-05
35087,10022,2,treatment,2024-02-05
35088,10022,4,treatment,2024-02-05
35089,10023,5,treatment,2024-01-04
35090,10023,3,control,2024-01-04
35091,10023,4,control,2024-01-04
35092,10023,1,control,2024-01-04
35093,10024,5,treatment,2024-01-01
35094,10024,1,treatment,2024-01-01
35095,10024,3,treatment,2024-01-01
35096,10024,2,control,2024-01-01
35097,10025,5,treatment,2024-02-15
35098,10025,4,control,2024-02-15
35099,10025,1,treatment,2024-02-15
35100,10025,3,control,2024-02-15
35101,10026,3,control,2024-02-05
35102,10026,5,treatment,2024-02-05
35103,10026,2,control,2024-02-05
35104,10026,4,control,2024-02-05
35105,10027,4,control,2024-02-22
35106,10027,1,control,2024-02-22
35107,10027,3,treatment,2024-02-22
35108,10028,4,control,2024-01-23
35109,10028,1,control,2024-01-23
35110,10028,3,control,2024-01-23
35111,10029,3,treatment,2024-01-08
35112,10029,5,treatment,2024-01-08
35113,10029,2,treatment,2024-01-08
35114,10030,3,treatment,2024-02-25
35115,10030,1,control,2024-02-25
35116,10030,5,treatment,2024-02-25
35117,10030,4,control,2024-02-25
35118,10031,4,treatment,2024-01-19
35119,10031,1,treatment,2024-01-19
35120,10031,3,control,2024-01-19
35121,10031,2,control,2024-01-19
35122,10032,5,control,2024-02-25
35123,10032,2,treatment,2024-02-25
35124,10032,1,treatment,2024-02-25
35125,10032,4,control,2024-02-25
35126,10033,4,treatment,2024-01-02
35127,10033,3,control,2024-01-02
35128,10033,2,control,2024-01-02
35129,10034,5,treatment,2024-01-16
35130,10034,4,control,2024-01-16
35131,10034,1,control,2024-01-16
35132,10034,2,treatment,2024-01-16
35133,10035,3,control,2024-01-28
35134,10035,4,treatment,2024-01-28
35135,10035,1,control,2024-01-28
35136,10035,5,treatment,2024-01-28
35137,10036,5,control,2024-02-14
35138,10036,3,treatment,2024-02-14
35139,10036,1,treatment,2024-02-14
35140,10037,5,control,2024-02-07
35141,10037,2,treatment,2024-02-07
35142,10037,4,control,2024-02-07
35143,10038,5,treatment,2024-01-26
35144,10038,2,treatment,2024-01-26
35145,10038,3,control,2024-01-26
35146,10038,1,control,2024-01-26
35147,10039,1,control,2024-02-10
35148,10039,2,control,2024-02-10
35149,10039,5,control,2024-02-10
35150,10040,2,control,2024-01-21
35151,10040,1,treatment,2024-01-21
35152,10040,5,control,2024-01-21
35153,10041,2,treatment,2024-02-15
35154,10041,3,control,2024-02-15
35155,10041,1,control,2024-02-15
35156,10042,4,control,2024-01-25
35157,10042,3,treatment,2024-01-25
35158,10042,1,treatment,2024-01-25
35159,10043,3,control,2024-01-26
35160,10043,1,control,2024-01-26
35161,10043,5,control,2024-01-26
35162,10043,2,treatment,2024-01-26
35163,10044,2,control,2024-01-25
35164,10044,5,control,2024-01-25
35165,10044,4,control,2024-01-25
35166,10044,1,control,2024-01-25
35167,10045,5,control,2024-01-28
35168,10045,4,treatment,2024-01-28
35169,10045,2,control,2024-01-28
35170,10046,3,treatment,2024-02-04
35171,10046,1,treatment,2024-02-04
35172,10046,5,treatment,2024-02-04
35173,10046,4,treatment,2024-02-04
35174,10047,2,control,2024-01-14
35175,10047,5,treatment,2024-01-14
35176,10047,1,treatment,2024-01-14
35177,10048,1,treatment,2024-02-12
35178,10048,4,control,2024-02-12
35179,10048,5,control,2024-02-12
35180,10048,2,control,2024-02-12
35181,10049,5,treatment,2024-01-12
35182,10049,3,control,2024-01-12
35183,10049,1,control,2024-01-12
35184,10049,4,control,2024-01-12
35185,10050,4,control,2024-01-31
35186,10050,3,treatment,2024-01-31
35187,10050,5,treatment,2024-01-31
35188,10050,2,control,2024-01-31
35189,10051,3,treatment,2024-01-09
35190,10051,2,control,2024-01-09
35191,10051,1,treatment,2024-01-09
35192,10051,5,control,2024-01-09
35193,10052,2,treatment,2024-01-13
35194,10052,5,treatment,2024-01-13
35195,10052,1,control,2024-01-13
35196,10053,3,treatment,2024-02-05
35197,10053,2,treatment,2024-02-05
35198,10053,4,treatment,2024-02-05
35199,10053,5,treatment,2024-02-05
35200,10054,2,control,2024-01-25
35201,10054,1,control,2024-01-25
35202,10054,3,control,2024-01-25
35203,10054,5,control,2024-01-25
35204,10055,5,treatment,2024-02-23
35205,10055,2,control,2024-02-23
35206,10055,1,treatment,2024-02-23
35207,10055,4,control,2024-02-23
35208,10056,3,treatment,2024-02-29
35209,10056,4,control,2024-02-29
35210,10056,5,treatment,2024-02-29
35211,10056,1,control,2024-02-29
35212,10057,3,treatment,2024-01-24
35213,10057,2,control,2024-01-24
35214,10057,1,treatment,2024-01-24
35215,10058,1,control,2024-02-23
35216,10058,2,control,2024-02-23
35217,10058,4,treatment,2024-02-23
35218,10059,5,control,2024-01-27
35219,10059,2,control,2024-01-27
35220,10059,3,treatment,2024-01-27
35221,10059,1,control,2024-01-27
35222,10060,1,treatment,2024-01-10
35223,10060,4,control,2024-01-10
35224,10060,3,treatment,2024-01-10
35225,10061,3,control,2024-01-19
35226,10061,1,control,2024-01-19
35227,10061,4,treatment,2024-01-19
35228,10062,4,treatment,2024-02-25
35229,10062,1,treatment,2024-02-25
35230,10062,3,treatment,2024-02-25
35231,10062,2,treatment,2024-02-25
35232,10063,1,treatment,2024-02-12
35233,10063,4,treatment,2024-02-12
35234,10063,2,treatment,2024-02-12
35235,10063,5,treatment,2024-02-12
35236,10064,3,control,2024-01-09
35237,10064,5,control,2024-01-09
35238,10064,2,control,2024-01-09
35239,10064,4,control,2024-01-09
35240,10065,5,control,2024-01-09
35241,10065,4,control,2024-01-09
35242,10065,1,control,2024-01-09
35243,10065,3,control,2024-01-09
35244,10066,1,treatment,2024-01-01
35245,10066,3,control,2024-01-01
35246,10066,4,control,2024-01-01
35247,10067,5,treatment,2024-01-05
35248,10067,4,control,2024-01-05
35249,10067,1,control,2024-01-05
35250,10067,3,treatment,2024-01-05
35251,10068,2,control,2024-02-11
35252,10068,3,treatment,2024-02-11
35253,10068,1,treatment,2024-02-11
35254,10069,3,treatment,2024-01-02
35255,10069,5,treatment,2024-01-02
35256,10069,4,treatment,2024-01-02
35257,10069,2,treatment,2024-01-02
35258,10070,5,treatment,2024-01-10
35259,10070,3,control,2024-01-10
35260,10070,2,control,2024-01-10
35261,10071,3,treatment,2024-02-16
35262,10071,2,treatment,2024-02-16
35263,10071,5,control,2024-02-16
35264,10071,1,treatment,2024-02-16
35265,10072,5,control,2024-02-26
35266,10072,1,control,2024-02-26
35267,10072,4,treatment,2024-02-26
35268,10073,5,treatment,2024-02-01
35269,10073,3,control,2024-02-01
35270,10073,4,treatment,2024-02-01
35271,10073,2,control,2024-02-01
35272,10074,4,treatment,2024-02-12
35273,10074,2,treatment,2024-02-12
35274,10074,3,treatment,2024-02-12
35275,10075,4,control,2024-01-28
35276,10075,3,control,2024-01-28
35277,10075,1,control,2024-01-28
35278,10076,4,treatment,2024-01-09
35279,10076,1,treatment,2024-01-09
35280,10076,3,control,2024-01-09
35281,10077,4,treatment,2024-01-06
35282,10077,3,control,2024-01-06
35283,10077,1,control,2024-01-06
35284,10078,1,treatment,2024-01-09
35285,10078,2,control,2024-01-09
35286,10078,5,control,2024-01-09
35287,10079,2,treatment,2024-02-11
35288,10079,1,control,2024-02-11
35289,10079,5,treatment,2024-02-11
35290,10079,4,control,2024-02-11
35291,10080,4,treatment,2024-02-21
35292,10080,3,control,2024-02-21
35293,10080,5,treatment,2024-02-21
35294,10080,2,control,2024-02-21
35295,10081,4,treatment,2024-01-27
35296,10081,3,treatment,2024-01-27
35297,10081,5,treatment,2024-01-27
35298,10082,1,treatment,2024-02-25
35299,10082,4,treatment,2024-02-25
35300,10082,3,treatment,2024-02-25
35301,10083,2,control,2024-01-30
35302,10083,5,control,2024-01-30
35303,10083,4,control,2024-01-30
35304,10083,3,treatment,2024-01-30
35305,10084,2,control,2024-02-27
35306,10084,3,treatment,2024-02-27
35307,10084,1,control,2024-02-27
35308,10085,1,treatment,2024-02-20
35309,10085,5,control,2024-02-20
35310,10085,4,control,2024-02-20
35311,10086,1,treatment,2024-02-14
35312,10086,5,control,2024-02-14
35313,10086,4,treatment,2024-02-14
35314,10086,3,treatment,2024-02-14
35315,10087,2,control,2024-02-08
35316,10087,5,treatment,2024-02-08
35317,10087,1,treatment,2024-02-08
35318,10088,2,control,2024-02-29
35319,10088,5,treatment,2024-02-29
35320,10088,3,control,2024-02-29
35321,10088,1,treatment,2024-02-29
35322,10089,5,control,2024-01-28
35323,10089,2,control,2024-01-28
35324,10089,3,treatment,2024-01-28
35325,10090,4,control,2024-02-09
35326,10090,1,treatment,2024-02-09
35327,10090,3,control,2024-02-09
35328,10090,5,control,2024-02-09
35329,10091,4,control,2024-01-12
35330,10091,5,control,2024-01-12
35331,10091,1,treatment,2024-01-12
35332,10091,2,treatment,2024-01-12
35333,10092,1,treatment,2024-01-30
35334,10092,5,treatment,2024-01-30
35335,10092,2,treatment,2024-01-30
35336,10093,5,treatment,2024-02-02
35337,10093,2,treatment,2024-02-02
35338,10093,4,treatment,2024-02-02
35339,10093,3,control,2024-02-02
35340,10094,5,treatment,2024-01-28
35341,10094,1,control,2024-01-28
35342,10094,4,control,2024-01-28
35343,10094,2,treatment,2024-01-28
35344,10095,5,treatment,2024-02-05
35345,10095,1,control,2024-02-05
35346,10095,2,control,2024-02-05
35347,10096,3,treatment,2024-02-22
35348,10096,1,control,2024-02-22
35349,10096,5,control,2024-02-22
35350,10096,2,control,2024-02-22
35351,10097,4,treatment,2024-01-29
35352,10097,5,treatment,2024-01-29
35353,10097,1,control,2024-01-29
35354,10097,3,control,2024-01-29
35355,10098,2,control,2024-01-25
35356,10098,1,control,2024-01-25
35357,10098,5,treatment,2024-01-25
35358,10098,4,control,2024-01-25
35359,10099,3,control,2024-01-23
35360,10099,1,control,2024-01-23
35361,10099,4,treatment,2024-01-23
35362,10100,3,control,2024-01-15
35363,10100,1,treatment,2024-01-15
35364,10100,2,control,2024-01-15
35365,10100,4,control,2024-01-15
35366,10101,4,treatment,2024-01-12
35367,10101,1,control,2024-01-12
35368,10101,3,treatment,2024-01-12
35369,10102,2,treatment,2024-01-28
35370,10102,3,control,2024-01-28
35371,10102,1,control,2024-01-28
35372,10102,5,treatment,2024-01-28
35373,10103,3,control,2024-02-08
35374,10103,4,treatment,2024-02-08
35375,10103,2,control,2024-02-08
35376,10103,5,treatment,2024-02-08
35377,10104,4,control,2024-01-01
35378,10104,5,treatment,2024-01-01
35379,10104,2,control,2024-01-01
35380,10104,3,treatment,2024-01-01
35381,10105,5,control,2024-02-06
35382,10105,1,control,2024-02-06
35383,10105,2,treatment,2024-02-06
35384,10105,4,treatment,2024-02-06
35385,10106,1,treatment,2024-02-01
35386,10106,5,treatment,2024-02-01
35387,10106,4,treatment,2024-02-01
35388,10106,3,control,2024-02-01
35389,10107,2,treatment,2024-02-24
35390,10107,4,control,2024-02-24
35391,10107,5,treatment,2024-02-24
35392,10108,4,treatment,2024-02-16
35393,10108,3,treatment,2024-02-16
35394,10108,2,treatment,2024-02-16
35395,10109,1,treatment,2024-01-16
35396,10109,4,control,2024-01-16
35397,10109,5,treatment,2024-01-16
35398,10110,2,treatment,2024-02-15
35399,10110,5,treatment,2024-02-15
35400,10110,1,control,2024-02-15
35401,10111,5,treatment,2024-02-02
35402,10111,2,control,2024-02-02
35403,10111,1,control,2024-02-02
35404,10111,4,treatment,2024-02-02
35405,10112,2,treatment,2024-01-18
35406,10112,5,treatment,2024-01-18
35407,10112,1,treatment,2024-01-18
35408,10112,3,control,2024-01-18
35409,10113,3,control,2024-01-27
35410,10113,1,treatment,2024-01-27
35411,10113,4,control,2024-01-27
35412,10113,2,control,2024-01-27
35413,10114,1,control,2024-02-29
35414,10114,4,control,2024-02-29
35415,10114,2,control,2024-02-29
35416,10114,3,treatment,2024-02-29
35417,10115,4,treatment,2024-02-04
35418,10115,5,treatment,2024-02-04
35419,10115,2,control,2024-02-04
35420,10115,1,control,2024-02-04
35421,10116,1,control,2024-02-06
35422,10116,5,control,2024-02-06
35423,10116,4,treatment,2024-02-06
35424,10117,5,control,2024-01-24
35425,10117,1,treatment,2024-01-24
35426,10117,4,treatment,2024-01-24
35427,10117,2,treatment,2024-01-24
35428,10118,3,control,2024-01-03
35429,10118,4,control,2024-01-03
35430,10118,5,control,2024-01-03
35431,10119,5,treatment,2024-01-03
35432,10119,2,treatment,2024-01-03
35433,10119,3,treatment,2024-01-03
35434,10120,3,control,2024-02-06
35435,10120,1,control,2024-02-06
35436,10120,2,treatment,2024-02-06
35437,10121,2,control,2024-01-31
35438,10121,4,treatment,2024-01-31
35439,10121,3,control,2024-01-31
35440,10122,2,treatment,2024-02-15
35441,10122,1,control,2024-02-15
35442,10122,5,control,2024-02-15
35443,10122,3,treatment,2024-02-15
35444,10123,5,treatment,2024-01-24
35445,10123,1,treatment,2024-01-24
35446,10123,3,control,2024-01-24
35447,10123,4,treatment,2024-01-24
35448,10124,3,control,2024-01-08
35449,10124,4,control,2024-01-08
35450,10124,2,control,2024-01-08
35451,10124,5,control,2024-01-08
35452,10125,1,control,2024-02-07
35453,10125,2,control,2024-02-07
35454,10125,5,control,2024-02-07
35455,10125,3,treatment,2024-02-07
35456,10126,2,treatment,2024-01-31
35457,10126,4,control,2024-01-31
35458,10126,1,control,2024-01-31
35459,10127,3,treatment,2024-02-14
35460,10127,5,treatment,2024-02-14
35461,10127,2,treatment,2024-02-14
35462,10127,4,treatment,2024-02-14
35463,10128,1,treatment,2024-01-06
35464,10128,2,control,2024-01-06
35465,10128,3,control,2024-01-06
35466,10129,2,control,2024-01-10
35467,10129,3,control,2024-01-10
35468,10129,4,control,2024-01-10
35469,10130,1,control,2024-02-16
35470,10130,3,treatment,2024-02-16
35471,10130,5,control,2024-02-16
35472,10130,4,treatment,2024-02-16
35473,10131,4,control,2024-02-16
35474,10131,3,control,2024-02-16
35475,10131,2,treatment,2024-02-16
35476,10132,1,control,2024-02-03
35477,10132,5,treatment,2024-02-03
35478,10132,2,treatment,2024-02-03
35479,10132,3,control,2024-02-03
35480,10133,2,control,2024-02-24
35481,10133,4,control,2024-02-24
35482,10133,3,control,2024-02-24
35483,10134,1,control,2024-02-18
35484,10134,5,treatment,2024-02-18
35485,10134,2,treatment,2024-02-18
35486,10135,2,control,2024-02-19
35487,10135,4,treatment,2024-02-19
35488,10135,1,treatment,2024-02-19
35489,10135,5,control,2024-02-19
35490,10136,5,treatment,2024-01-18
35491,10136,4,control,2024-01-18
35492,10136,1,treatment,2024-01-18
35493,10136,3,control,2024-01-18
35494,10137,5,treatment,2024-01-30
35495,10137,2,treatment,2024-01-30
35496,10137,1,control,2024-01-30
35497,10137,3,treatment,2024-01-30
35498,10138,4,control,2024-02-03
35499,10138,2,control,2024-02-03
35500,10138,3,treatment,2024-02-03
35501,10139,4,treatment,2024-01-06
35502,10139,3,control,2024-01-06
35503,10139,2,treatment,2024-01-06
35504,10139,1,treatment,2024-01-06
35505,10140,1,treatment,2024-02-03
35506,10140,3,treatment,2024-02-03
35507,10140,5,treatment,2024-02-03
35508,10140,2,treatment,2024-02-03
35509,10141,1,control,2024-02-26
35510,10141,3,control,2024-02-26
35511,10141,2,treatment,2024-02-26
35512,10141,4,treatment,2024-02-26
35513,10142,1,control,2024-02-09
35514,10142,2,control,2024-02-09
35515,10142,3,control,2024-02-09
35516,10143,1,treatment,2024-01-06
35517,10143,5,treatment,2024-01-06
35518,10143,2,treatment,2024-01-06
35519,10144,5,control,2024-01-16
35520,10144,4,treatment,2024-01-16
35521,10144,2,control,2024-01-16
35522,10144,1,control,2024-01-16
35523,10145,5,treatment,2024-01-31
35524,10145,2,treatment,2024-01-31
35525,10145,1,treatment,2024-01-31
35526,10145,4,treatment,2024-01-31
35527,10146,2,control,2024-02-10
35528,10146,5,control,2024-02-10
35529,10146,3,treatment,2024-02-10
35530,10146,4,control,2024-02-10
35531,10147,1,treatment,2024-02-17
35532,10147,3,treatment,2024-02-17
35533,10147,4,treatment,2024-02-17
35534,10148,5,control,2024-02-12
35535,10148,4,control,2024-02-12
35536,10148,3,control,2024-02-12
35537,10149,5,treatment,2024-02-12
35538,10149,4,control,2024-02-12
35539,10149,1,treatment,2024-02-12
35540,10150,3,control,2024-01-05
35541,10150,4,treatment,2024-01-05
35542,10150,5,treatment,2024-01-05
35543,10150,2,control,2024-01-05
35544,10151,3,control,2024-02-13
35545,10151,5,control,2024-02-13
35546,10151,4,treatment,2024-02-13
35547,10152,5,treatment,2024-02-10
35548,10152,4,control,2024-02-10
35549,10152,2,control,2024-02-10
35550,10152,1,control,2024-02-10
35551,10153,1,treatment,2024-02-04
35552,10153,4,control,2024-02-04
35553,10153,3,treatment,2024-02-04
35554,10154,3,treatment,2024-02-21
35555,10154,5,treatment,2024-02-21
35556,10154,4,treatment,2024-02-21
35557,10155,1,control,2024-02-07
35558,10155,5,treatment,2024-02-07
35559,10155,4,treatment,2024-02-07
35560,10156,5,treatment,2024-01-20
35561,10156,1,control,2024-01-20
35562,10156,3,control,2024-01-20
35563,10156,2,treatment,2024-01-20
35564,10157,4,treatment,2024-02-09
35565,10157,2,treatment,2024-02-09
35566,10157,5,treatment,2024-02-09
35567,10157,3,control,2024-02-09
35568,10158,1,treatment,2024-01-04
35569,10158,3,control,2024-01-04
35570,10158,5,control,2024-01-04
35571,10159,5,control,2024-02-27
35572,10159,2,control,2024-02-27
35573,10159,1,control,2024-02-27
